time,score,people
2007,5.7,44739
2010,6.6,15874
1990,9.2,231
2016,8.1,466
1981,8.1,1155
2011,7.3,12498
1937,7.6,373
2015,7.0,4405
2005,6.6,57060
2013,6.7,10108
1987,5.7,671
2008,7.7,60469
2008,7.4,39943
2016,6.1,590
2012,5.6,6774
2017,4.2,1240
2003,8.6,326236
2007,7.0,12232
2000,6.9,8922
1958,6.9,1729
2011,7.3,1851
1986,7.5,3252
2003,6.5,107
2016,4.7,1884
1988,7.0,1906
1936,8.0,741
2017,6.3,835
2013,6.3,7396
1980,7.8,5920
2017,,
1987,6.5,52
2017,7.9,1507
2014,3.5,10246
1949,7.2,223
2013,8.0,6072
2002,5.7,23330
2014,7.8,6325
2011,6.9,9033
2010,5.9,43311
2007,8.1,14333
1955,7.6,1223
2017,6.9,683
2016,6.8,170
,7.2,18246
2011,7.3,28027
2014,7.5,1449
2000,7.4,5912
2016,3.9,64975
2014,6.7,1269
2001,6.6,10911
2001,7.3,4481
2012,4.7,2019
2015,7.2,3927
2012,7.5,406
1989,7.6,1766
1984,7.7,2056
2003,7.7,3558
2010,7.7,532
2015,6.6,5012
2013,8.4,14966
1998,7.9,9831
2008,8.0,3648
1986,7.4,677
1983,7.6,14709
2002,7.7,10013
2011,6.1,55960
1991,6.3,5259
2014,4.5,7744
1991,8.2,5533
1993,8.1,2341
1988,7.7,553
1991,7.5,824
2013,6.4,3370
1986,8.0,2305
1995,7.6,1007
1992,7.6,3018
2011,8.3,19635
1999,8.5,2271
1988,8.9,254
1997,8.1,7895
2006,7.3,10601
2009,8.0,45279
2014,7.0,715
2015,5.9,80
1988,6.4,11374
2014,7.6,33491
2002,8.3,7134
2002,8.1,2911
1949,8.1,2104
2009,7.4,22806
1999,7.2,2032
2016,4.3,392
2006,6.8,2156
2014,5.4,6939
2013,4.9,1980
2001,7.0,10020
2014,9.7,653
2009,6.3,13169
2015,5.9,2150
2016,7.6,6127
1983,8.1,2110
2017,7.7,176873
1960,7.3,4380
2016,4.7,985
2006,7.9,8663
2015,8.8,5941
2013,8.1,28878
2016,7.3,6638
2000,7.6,17744
2015,6.5,1619
2006,7.6,58959
2017,7.2,287
1992,8.0,6113
2009,6.6,14429
2001,6.3,15807
2015,7.1,5492
,5.5,320
2001,7.6,15193
2015,6.6,20035
2004,6.4,10237
2015,5.7,78
2001,6.6,12779
1993,6.8,1616
2001,7.0,36484
,7.1,56
1944,8.5,23736
2001,6.4,1602
2002,6.9,6548
2006,7.1,4772
2002,6.5,2409
2009,7.9,26223
2017,4.8,253
2017,6.6,574
2002,7.4,1658
2006,5.5,453
2014,6.3,5502
2006,8.1,934
2011,6.9,313
2010,7.3,4482
2011,9.2,19432
1992,5.9,3592
1996,7.2,556
2013,7.4,2087
1989,6.7,935
,8.7,10991
2002,7.2,12283
2008,5.5,58368
2008,6.6,810
1966,8.9,2413
2006,6.1,11580
2000,7.2,2164
2017,6.4,1458
2003,7.0,15211
2016,9.0,931
2015,6.8,7992
1990,6.1,1425
2002,8.0,8602
2001,8.0,20239
1999,8.4,8376
2003,7.1,12762
2016,7.5,1703
2014,6.0,18328
2002,6.3,60251
2012,5.2,1927
2016,5.6,2134
2015,6.1,2138
2015,7.6,7021
2017,4.6,5548
2015,7.0,88146
2002,8.3,1885
2014,6.0,270
2014,7.3,3023
2011,3.9,3468
1976,7.9,3699
2016,6.2,1743
2003,6.8,14391
1983,7.7,1314
2016,8.4,182108
2003,6.2,19264
2004,7.5,7082
2009,6.1,58261
2016,7.5,4465
2004,6.8,7370
2004,8.2,2043
2000,6.8,8848
2015,6.1,6637
1975,8.4,2899
2017,6.5,1943
2005,8.4,7392
2016,6.4,8552
2016,6.3,502
,2.8,236
2008,6.9,7315
2013,7.6,1978
2015,5.6,4886
2015,3.8,2515
2009,6.5,9314
2017,4.5,327
2006,7.6,15164
1991,8.4,3844
1995,8.4,3338
2008,8.8,3469
2009,5.4,42589
2015,8.0,2874
2013,7.6,646
,8.2,2368
2015,5.9,412
1996,8.2,25616
2017,,
2011,5.6,56068
,6.6,292
2006,7.1,2382
2013,8.5,3492
2017,,
2009,4.6,2159
2014,7.2,4572
2011,6.5,113
2017,8.4,17159
,6.3,4151
2014,4.7,942
2017,8.9,19836
2010,6.2,26551
2016,8.6,3787
2013,3.5,4503
1998,7.9,7313
2011,7.8,1060
2006,7.6,227
2001,8.1,47595
2010,7.8,27759
2012,7.9,7093
2012,4.8,2277
2017,4.8,29
,,
2012,5.6,884
2014,6.2,23874
2011,4.7,1781
2011,7.2,6953
2006,7.0,7942
2015,6.8,1370
1999,6.0,6995
1997,7.2,20239
2012,6.1,665
2016,8.1,378
2004,7.4,3335
2015,6.2,615
2006,9.1,22685
2016,3.6,2395
2016,6.8,1719
2005,7.1,6090
2009,6.4,2350
2016,7.4,123
2007,6.9,37863
2009,7.3,1765
2016,7.2,448
2005,6.1,4359
2011,7.1,19611
2010,6.5,516
2016,5.1,478
1995,6.0,1813
2006,5.8,2348
2011,6.4,467
2013,8.3,38371
2013,6.3,133
2017,,
2015,6.1,907
2015,6.7,915
2011,8.1,6540
2005,7.5,14708
2010,7.3,30899
2010,6.1,13751
2017,,
2016,3.9,120
2014,5.1,67
2008,7.6,13967
2011,5.7,11301
2016,7.3,77
2007,7.3,5379
2015,8.3,14569
,7.8,1117
2001,8.3,9563
2008,4.5,17572
2016,7.6,63820
2009,8.1,35016
2012,7.4,19481
2013,7.3,30789
2016,4.7,3701
2010,5.9,612
2011,7.6,6298
2012,7.5,1262
1988,7.0,5106
2016,7.5,3187
2016,5.4,208
2015,7.7,613
2014,3.2,8883
2012,6.0,3161
2002,7.1,8534
,,
2014,6.7,3108
,7.2,5854
2017,7.4,6641
2017,4.3,57687
2011,7.2,1459
2012,3.4,192
2012,8.6,522
2016,4.7,12640
2011,6.8,5610
2011,7.8,2729
2008,7.5,18914
2007,5.6,10734
2013,5.7,19468
2011,7.1,38
2016,5.1,184
2015,5.3,7055
1994,8.6,19154
2006,7.6,1087
2007,7.2,4409
2009,7.2,2428
2013,7.4,7603
2010,8.1,1802
2014,8.7,4679
1988,6.4,3260
1998,7.5,1320
2014,6.6,460
2006,5.6,10309
2000,8.0,1667
2011,6.3,8966
2016,7.1,2075
1993,7.5,33375
2014,6.9,4312
2016,6.1,184
1984,8.0,122
2013,6.1,29161
,,
2014,6.3,7973
2011,7.3,2324
2012,7.4,2466
2016,6.2,499
2008,8.4,3476
2015,6.9,2031
2011,8.4,10094
2015,7.0,905
2012,7.6,20869
2013,5.0,4104
2013,7.5,6544
2009,8.6,99905
2016,6.8,537
2016,8.2,839
2003,8.0,1826
2017,6.4,107
2017,6.9,507
2011,6.2,32964
2017,,
2012,5.0,270
2011,7.1,6211
,7.1,140
2015,6.3,486
2005,7.9,4618
2010,7.7,5792
2015,6.5,5498
2006,6.9,3834
2001,8.4,391
2015,6.8,77
2017,,
1951,7.6,2029
2017,6.5,42
2015,8.0,2349
2011,8.6,1406
2002,5.2,21668
2017,7.7,211
1985,6.6,1645
2007,8.0,5504
2017,,
2013,8.3,8744
2014,4.6,305
2005,6.8,2401
2012,7.4,1323
2004,6.9,2156
2001,8.2,221
2010,7.8,14577
2017,8.6,1722
,7.3,244
2008,9.0,19182
2011,9.1,15418
2011,5.0,2671
2009,6.2,15193
2012,7.4,4294
2012,7.4,1173
2016,8.2,5290
2017,,
2011,6.3,10359
2013,8.5,12701
2017,6.4,793
2014,8.1,8569
2007,7.0,4766
2014,7.4,2441
2017,7.9,190
2012,7.5,2556
2016,6.6,120
2013,6.8,11439
2016,7.1,980
2016,8.2,342
2012,8.1,3168
1997,8.1,10577
2015,3.8,8160
2014,6.7,544
2013,7.2,95
2016,7.7,322
,8.8,189
2014,6.7,2207
,6.2,4894
2011,5.0,23624
2013,8.6,3819
2013,5.2,4080
2007,4.5,666
2004,8.7,241879
2013,4.4,1070
2016,5.9,5163
1994,8.7,321504
2005,6.4,6410
1976,8.2,15189
2006,5.9,11659
2013,6.2,1603
2007,6.2,5772
2008,8.9,527279
2006,6.7,10394
2012,6.0,1080
2010,8.6,507096
2012,7.0,3872
1995,9.1,23511
,,
2014,6.7,5907
2004,5.6,23963
2003,7.7,18796
1991,8.7,97139
2015,7.0,3393
2007,8.3,2190
1991,7.8,1018
1967,7.5,237
2017,6.6,447
2017,,
2009,8.0,17460
2006,7.0,825
1947,8.0,3347
1997,6.7,4192
2006,6.4,28539
2013,8.5,4690
2014,6.8,469
1977,7.7,386
2004,6.3,24739
2011,6.6,14711
1997,8.2,1296
2017,,
2017,,
2010,6.2,63805
2016,8.3,2245
2011,7.3,6352
1957,8.2,1282
2013,7.3,1487
1972,7.8,666
1974,8.2,1074
1998,6.4,3903
2003,5.2,9561
2015,6.8,1690
1992,7.5,4763
2013,7.1,2991
1998,7.2,4125
1997,7.4,253
2016,7.1,2519
1972,8.3,3311
1991,7.1,3862
1987,6.6,2683
2012,8.3,8209
2016,6.0,675
1996,6.7,2124
2004,5.6,1587
1980,8.4,2010
1950,7.4,890
1994,7.9,3228
2016,7.1,218
2015,7.2,67479
1989,7.1,1207
2001,6.5,968
1995,7.6,3434
1932,8.2,1688
2010,6.3,1048
1970,7.9,8978
2011,8.8,8615
1970,7.9,2985
1952,8.2,702
2016,4.9,195
2015,6.9,1209
2007,7.6,4800
1999,7.5,167
2013,6.5,5309
2008,5.2,83843
1995,6.7,6960
2015,6.8,1886
1989,7.7,1720
2012,8.3,12448
2016,4.6,3941
2013,7.7,1072
2013,7.2,4474
1994,9.6,119804
2012,6.0,5360
2015,6.2,281
2015,6.1,6047
1996,6.6,488
2005,7.5,7763
2005,8.2,4341
1977,8.2,1009
1978,7.0,577
2002,8.0,5042
1967,7.9,3238
2000,6.5,1484
1993,7.5,2065
2015,4.6,4585
2016,6.5,409
2014,6.9,9714
2012,5.1,2132
2008,5.1,5686
2008,8.6,12593
1958,7.8,1127
1969,8.4,3223
2015,4.5,723
2015,7.1,1445
2015,4.8,5203
2012,7.1,11153
2014,6.5,1391
1981,7.2,1238
2013,3.5,5752
1956,7.6,1068
2012,6.4,7253
2012,6.7,973
,7.1,8352
1989,6.1,3707
2002,9.2,6338
2013,4.4,3124
2015,8.0,916
1998,8.0,496
2014,6.7,2912
1999,7.2,1747
2012,7.4,1875
2012,9.1,5516
2015,3.5,2845
1990,6.5,402
2012,7.3,525
2009,7.5,1649
2006,6.8,7867
2010,7.5,25836
,8.2,2209
2016,6.5,892
2015,8.1,1469
2016,7.3,400
2014,7.4,577
2013,7.3,698
1996,7.4,5867
2012,8.5,4512
1975,8.4,2171
1928,8.6,629
2005,7.2,1936
2012,7.1,5706
1932,7.7,1982
1999,8.8,224742
2011,7.7,41450
2012,4.6,3513
1988,6.7,747
2017,8.4,2017
2016,5.1,113
1999,7.5,15115
2014,7.6,3184
2017,,
1959,7.6,716
1998,6.9,8436
2007,7.1,59372
1999,7.1,6108
2003,6.8,18002
2007,6.7,7224
2013,6.8,16174
2006,5.9,1089
2011,7.2,11826
1999,6.0,1563
1951,7.8,9931
2005,6.0,12324
2014,6.2,8932
2016,7.4,14747
2009,7.9,3847
2007,7.5,35822
2000,6.9,3450
,,
2012,6.8,1870
2006,4.7,1903
2008,9.1,8940
1999,7.6,5157
1999,8.5,2052
2004,5.4,390
2013,7.1,5053
2014,8.3,176
2004,8.6,16139
2017,7.2,79
2015,6.2,1984
2008,8.1,7717
1999,7.5,4087
2014,6.2,1098
2012,6.6,3444
1992,7.6,665
1994,8.3,186520
2000,7.5,23386
1937,8.0,2083
2012,6.6,56996
2001,7.5,5990
2017,5.6,769
1991,8.2,2969
1988,6.9,647
2000,6.3,3146
1985,8.1,3013
1988,6.7,4482
1948,7.6,1492
2013,7.1,438
2006,7.7,1381
2016,7.7,14183
2013,6.2,12292
2001,7.6,3012
2013,7.4,4308
2010,7.5,32563
2000,8.2,3890
1989,8.1,2863
2007,6.2,4352
1999,6.7,13340
1976,6.4,744
2017,4.0,8601
2015,6.8,1693
2014,5.5,5656
2014,3.1,371
2014,7.8,4213
2000,6.3,1606
2008,8.4,2648
2011,7.4,12858
2003,6.4,3462
1986,8.1,1213
1939,7.7,345
1997,6.9,303
2008,8.1,6165
2005,7.7,8502
2012,3.8,572
2014,7.4,165
1991,7.9,5725
2005,7.8,1932
1984,7.6,878
2014,4.7,269
2000,6.7,2474
2016,3.6,262
2000,6.8,20971
1982,7.9,33951
1989,9.0,14809
1988,6.8,918
1993,7.8,457
1994,7.8,415
2015,7.0,30
1995,7.2,3465
,8.0,2740
1940,8.0,2908
1991,7.8,2488
2005,8.0,17279
2015,7.4,1186
1956,8.0,1499
1985,6.9,1448
2009,8.3,43362
2006,6.5,787
2006,7.7,3194
2006,8.4,260999
1993,8.2,841
1946,7.5,1502
1981,6.4,2361
1997,7.9,2802
2013,7.9,1697
2003,6.7,2380
2015,5.4,1108
2005,6.2,21663
2016,,
2014,4.2,77
1996,7.5,754
2001,7.0,4695
2015,7.5,4003
2014,4.0,8922
1990,7.4,4846
2004,8.1,1989
2013,5.1,3725
2007,7.2,45085
2009,6.6,1750
2009,7.5,22376
2007,6.7,2391
2004,6.6,444
2014,5.9,7394
2011,7.7,17625
1997,8.4,15230
2004,7.7,36544
2005,6.4,15660
,7.2,4286
,7.1,3624
,7.8,2027
2016,8.5,430
2008,8.0,23326
,8.0,1379
2002,6.0,4582
2001,7.7,18687
1993,7.1,6394
1957,7.4,239
2013,5.3,7296
1941,7.8,1204
2011,7.8,2593
1993,8.2,424
2013,7.5,5738
2017,,
2016,6.2,2492
2016,7.6,655
2001,7.0,18031
2006,5.8,9270
2012,6.4,59072
1995,6.3,853
2016,6.3,1864
2017,6.4,30
2000,8.3,599
,8.3,381
2008,5.6,1259
2016,5.6,204
2009,6.2,13549
2010,6.2,15876
1994,6.3,1485
2017,5.6,57
2001,7.3,6384
2016,7.7,401
2016,4.3,429
2004,8.1,7850
2013,7.1,226
2012,7.5,10327
2015,7.8,1561
2013,6.8,3786
2012,7.6,11213
2000,6.9,2869
2002,6.3,8682
1992,7.3,3365
2003,8.2,3639
2003,6.7,1809
2008,6.6,17899
2016,6.3,2551
2011,6.1,12582
,7.8,2862
2016,8.2,393
2016,4.0,93
,7.0,478
2002,7.0,12681
2016,9.3,16118
,8.1,1046
2005,8.7,243
2007,7.7,1735
2003,6.3,7093
2002,7.4,4630
2003,7.8,2490
2017,4.9,21774
2010,6.8,16672
2012,6.2,2975
2015,,
1993,7.0,9793
,6.9,7191
,6.5,6751
2004,7.8,857
2015,7.9,175
2016,7.2,31609
2002,7.7,4785
2014,7.3,6716
1999,7.3,7561
,3.3,1946
1962,8.8,6746
2002,6.9,8402
2001,7.4,2445
,7.8,2951
2013,6.9,90338
2001,7.5,945
1995,8.3,5829
2015,7.2,253
2012,6.8,8113
2011,7.5,3291
,4.6,62
2014,5.6,5599
2003,6.6,35851
2006,6.9,17841
2008,7.5,20240
,6.4,13014
1942,7.9,386
2010,7.0,6509
2013,8.1,6684
2016,7.0,2523
1945,7.6,978
2003,8.5,9282
2013,7.4,283
1969,7.3,3853
2016,7.5,1344
2016,7.1,571
2001,7.5,1413
2017,6.7,111182
2010,7.5,13990
2012,8.0,10244
1996,7.2,1964
2015,7.4,7482
2017,6.0,176
2016,5.9,3125
2016,5.8,1446
,8.0,571
2003,7.0,754
2003,7.0,5275
1975,8.3,3693
2007,6.5,2217
2014,5.6,2310
2006,7.3,17942
2007,5.2,2517
2008,7.4,2441
2004,8.0,199293
2004,8.3,2680
2006,5.4,2178
2004,5.3,57792
,6.3,387
1996,8.7,376
2003,5.1,18849
2016,7.1,1051
2008,6.6,35171
2010,7.5,20097
2014,6.1,2477
2006,8.9,18774
2005,7.3,11319
2004,7.8,1972
2006,8.8,402040
2017,4.8,7294
2014,7.4,860
2015,8.0,1061
2014,7.1,19512
2017,,
2017,,
2009,6.6,18225
2010,8.1,8968
2016,7.5,715
2013,5.5,3464
2007,7.5,2608
2015,6.2,2410
2013,7.3,1093
2013,8.6,1267
2016,4.3,586
2001,8.7,17157
2013,5.9,4097
,7.7,1302
2013,7.2,5674
2008,8.1,13566
2006,7.6,9819
2014,6.7,3048
1989,8.0,416
2007,9.1,20715
,,
2009,8.4,2225
2010,7.6,883
2005,6.4,13555
,7.4,616
2016,4.0,367
2015,7.4,10684
2014,6.2,495
,6.7,105
,6.9,51
2008,5.5,13080
2009,7.1,854
2013,6.3,212
2017,4.3,492
2010,7.2,427
2007,8.6,5323
2016,7.9,11171
2013,5.1,7937
,7.0,1459
2015,8.1,137045
2006,4.3,2768
2017,8.3,10267
2017,6.0,146
2015,8.0,854
2014,7.7,1560
2015,8.2,518
2017,,
2008,8.4,5076
2012,7.1,1516
2010,3.7,2304
1981,7.7,348
2006,7.7,1887
2012,8.2,8033
2012,4.9,16491
,,
2013,6.8,1372
2016,6.2,55
2007,7.6,822
2016,4.5,766
2013,5.9,226
2016,8.7,35059
2008,7.8,4087
2011,6.1,4236
2013,7.2,473
,9.2,83
2015,6.9,2049
1998,8.8,80
2014,9.2,1387
2014,,
2017,,
2000,7.6,3650
,8.4,1791
2002,8.2,3571
2006,6.5,1128
2016,8.6,2517
2003,8.3,6602
2017,,
2015,7.4,5411
2012,8.0,448
2007,7.2,7431
2017,5.2,94
2009,7.5,1370
2016,,
1991,8.2,28576
,7.0,5029
,5.7,9192
2016,7.4,464
2014,6.9,3275
2002,6.0,7517
2013,3.2,8436
2007,6.7,29924
2006,7.9,18793
2010,6.0,14653
2014,6.6,294
2014,7.7,2115
2015,5.7,3489
2003,6.2,1208
2015,4.5,178
2014,7.3,2095
2016,4.5,269
2005,7.2,12134
2013,6.2,199
2010,9.2,745083
2003,7.3,5612
2011,8.8,256672
2008,7.4,3974
2003,7.5,698
2017,,
2017,,
2014,8.4,505
2014,5.8,106
2006,6.8,5181
2015,,
,6.8,88
2002,7.9,4879
2009,3.9,863
2014,3.5,386
2016,9.0,81887
2014,4.2,304
2016,7.1,53215
2014,7.4,350
2017,7.7,782
1989,6.7,356
2010,6.9,2656
2001,6.6,368
2012,,
2014,6.4,3913
1984,8.8,1144
2006,8.0,139
2016,5.1,872
2011,5.4,628
2013,6.2,216
2016,5.1,8510
2012,6.6,2480
2016,7.6,422
,7.2,621
1985,8.5,246
2014,6.6,986
2006,8.4,10722
2011,6.3,3580
1983,9.1,36643
2016,6.8,4104
2016,7.8,240632
2008,8.0,2843
2014,6.4,15742
2009,7.4,1079
2016,7.2,1514
2014,7.6,191919
2007,7.4,595
2010,6.7,2020
2010,5.4,261
2015,6.6,2076
2008,6.0,1814
1984,8.5,1554
2015,6.7,102
,,
1964,8.4,1464
2017,6.0,301
2012,7.4,541
2016,4.2,11286
2011,3.6,4200
2017,6.2,671
2016,7.6,63726
1997,7.1,730
2013,6.6,814
2013,7.7,1489
2017,8.0,3584
1980,8.5,682
,8.3,2146
2002,5.9,10345
,3.4,320
,,
2015,8.5,303
2015,6.5,1240
,,
2013,7.5,294
2015,7.1,217
2015,6.5,966
2009,6.3,28501
2017,6.2,1937
2015,7.5,5552
2014,6.6,3259
2013,3.6,1191
2015,7.3,3533
2010,6.6,101652
2008,6.6,1806
,7.2,1025
2014,7.3,6596
2009,9.2,70033
2010,5.5,92
2015,4.3,1161
1998,7.3,615
2013,8.2,324
2001,6.3,364
2015,6.3,285
2011,6.3,1006
2011,7.9,5427
2017,7.6,1154
2009,6.9,7631
2008,6.1,2814
2011,8.7,13407
1967,6.5,405
2010,8.4,9598
1951,7.1,2507
1965,7.6,2969
2014,3.9,449
2013,8.0,155
2009,6.6,950
2017,8.1,22254
1992,6.6,288
2013,6.8,173
2008,5.2,95843
2007,7.3,8378
2007,8.1,1284
2009,7.0,1040
2011,5.8,192
2004,7.8,10003
2003,8.8,4628
2005,7.4,2298
2008,6.2,4648
,,
,,
2016,5.6,32593
2011,6.6,14942
2000,8.4,3084
2016,5.7,98
2006,8.0,2933
2014,6.7,717
2015,7.1,1713
2006,7.3,9403
2017,4.3,4164
2012,6.8,1791
,5.6,266
1962,8.1,891
2007,8.7,7434
2011,6.7,2820
1995,8.5,270
2016,4.6,4166
2013,6.9,3262
,,
,6.5,644
2010,7.6,2954
2013,4.1,1959
2014,6.5,221
1999,6.7,1925
2006,6.1,5462
2016,5.9,5361
2006,9.0,3835
2012,6.6,2454
2012,7.0,2106
2016,8.6,865
,6.7,2270
1987,6.6,51
2017,,
2014,6.5,2350
1993,8.6,3055
2014,4.8,1129
1989,7.0,130
2010,8.6,2744
2015,6.3,157
2006,6.0,2974
2006,6.3,7003
2014,8.2,4227
2014,4.1,2726
2010,6.8,20506
2015,6.2,2298
2016,5.5,71
2016,8.1,3566
2014,8.2,2220
2016,8.2,432
2017,8.5,490
2006,6.5,4259
2011,5.2,64449
2003,7.3,124
2013,9.0,46744
,5.4,2684
2016,6.3,178
2004,8.1,1340
1998,8.3,2412
2014,6.0,12298
2008,5.1,8884
2003,7.0,2583
2013,8.2,22837
2015,8.7,38392
2011,8.7,22992
1990,8.1,2328
,6.8,493
2006,6.8,3879
2013,4.7,1496
2012,6.5,37348
2013,5.7,843
2010,4.6,1862
2015,4.2,383
2012,7.0,1427
2007,7.7,8214
2017,7.6,105
2012,7.8,14086
2005,6.0,3352
2012,6.7,1647
2017,,
2007,5.6,2208
2016,9.4,81980
2009,7.6,1937
1953,7.7,415
2015,3.2,120
2004,7.6,105
2009,6.1,6224
2013,7.0,776
2012,6.4,6106
2015,4.1,2026
1986,7.7,155
2004,7.7,623
2005,6.8,14366
